usertoken,visGroup,trial_duration,vars,varIndex,prior_belief,prior_lwr,prior_upr,post_belief,post_lwr,post_upr,diff_belief,diff_uncertainty,pop_corr,sample_corr,post_error,post_error_abs,prior_uncertainty,post_uncertainty,prior_sd,post_sd,exclude
VKuqNveO,band,30969,Labor union participation_Corporate profits,7,0.125010335,0.092524505,0.157496165,-0.677207406,-0.827818381,-0.52659643,-0.80222,0.23625,-0.4,-0.41,-0.267207406,0.267207406,0.06497166,0.301221951,0.016242915,0.075305488,0
VKuqNveO,scatter,25733,Temperature_Crime rate,3,0.564885816,-0.072866093,1,0.464184782,0.275059026,0.653310538,-0.1007,-0.69461,0.4,0.4,0.064184782,0.064184782,1.072866093,0.378251512,0.318875955,0.094562878,0
VKuqNveO,scatter,34022,Temperature_Sales of Mittens,2,-0.989132145,-1,-0.426828404,-0.813246369,-0.957100291,-0.669392447,0.17589,-0.28546,-0.9,-0.89,0.076753631,0.076753631,0.573171596,0.287707843,0.281151871,0.071926961,0
VKuqNveO,band,31544,Vaccination rate_Rate of illness,5,-0.683032736,-1,0.204738645,-0.471511531,-0.58149167,-0.361531392,0.21152,-0.98478,-0.9,-0.89,0.418488469,0.418488469,1.204738645,0.219960278,0.44388569,0.05499007,0
VKuqNveO,scatter,15128,Weight_Price,1,-0.102491861,-0.188584958,-0.016398764,0.653310538,0.350710333,0.955910743,0.7558,0.43301,0.9,0.9,-0.246689462,0.246689462,0.172186194,0.60520041,0.043046548,0.151300102,0
VKuqNveO,scatter,108841,Yearly income_Height,0,-0.120113529,-1,1,-0.072866093,-0.805784546,0.66005236,0.04725,-0.53416,0,0.02,-0.092866093,0.092866093,2,1.465836906,0.560056765,0.366459226,0
VPAv6HqR,scatter,6461,Exercise amount_Body weight,3,1,-0.071789537,1,-1,-1,0.448673563,-2,0.37688,-0.4,-0.42,-0.58,0.58,1.071789537,1.448673563,0.535894768,0.724336781,0
VPAv6HqR,line,6510,Government spending_Budget deficit,7,1,-0.542242549,1,-1,-1,0.630170231,-2,0.08793,0.9,0.93,-1.93,1.93,1.542242549,1.630170231,0.771121275,0.815085116,0
VPAv6HqR,line,5480,Immigrant population_Economic growth,6,1,-0.472964639,1,0.782416531,-0.670924585,1,-0.21758,0.19796,0.4,0.44,0.342416531,0.342416531,1.472964639,1.670924585,0.73648232,0.726670558,0
VPAv6HqR,line,6606,Income tax rate_Poverty rate,5,-1,-1,0.477004056,1,-0.25599732,1,2,-0.22101,0,0.08,0.92,0.92,1.477004056,1.25599732,0.738502028,0.62799866,0
VPAv6HqR,line,5948,Labor union participation_Corporate profits,8,-1,-1,0.595055134,-1,-1,0.370499028,0,-0.22456,-0.4,-0.41,-0.59,0.59,1.595055134,1.370499028,0.797527567,0.685249514,0
VPAv6HqR,scatter,5754,Temperature_Crime rate,2,1,-0.454128883,1,-0.838731821,-1,0.531611794,-1.83873,0.07748,0.4,0.4,-1.238731821,1.238731821,1.454128883,1.531611794,0.727064442,0.685171807,0
VPAv6HqR,scatter,8236,Temperature_Sales of Mittens,1,0.66872724,0.151079828,1,-0.689093291,-1,0.477004056,-1.35782,0.62808,-0.9,-0.89,0.200906709,0.200906709,0.848920172,1.477004056,0.258823706,0.583048674,0
VPAv6HqR,line,5781,Vaccination rate_Rate of illness,9,1,-0.93501795,1,0.935053379,-0.668378854,1,-0.06495,-0.26664,-0.9,-0.89,1.825053379,1.825053379,1.93501795,1.668378854,0.967508975,0.801716117,0
VPAv6HqR,scatter,7634,Weight_Price,4,0.507374527,-0.514253777,1,-0.977481494,-1,0.563563185,-1.48486,0.04931,0.9,0.9,-1.877481494,1.877481494,1.514253777,1.563563185,0.510814152,0.770522339,0
VPAv6HqR,scatter,25824,Yearly income_Height,0,0.362028554,-0.387914647,1,-1,-1,-0.203417966,-1.36203,-0.59133,0,0.02,-1.02,1.02,1.387914647,0.796582034,0.374971601,0.398291017,0
W6EJFmnq,scatter,27659,Exercise amount_Body weight,0,-0.776479962,-0.984899311,-0.568060614,-0.551033439,-0.86809364,-0.233973237,0.22545,0.21728,-0.4,-0.42,-0.131033439,0.131033439,0.416838697,0.634120403,0.104209674,0.158530101,0
W6EJFmnq,line,7350,Government spending_Budget deficit,9,0.749226327,0.498452654,1,0.678124173,0.356248346,1,-0.0711,0.1422,0.9,0.93,-0.251875827,0.251875827,0.501547346,0.643751654,0.125386836,0.160937914,0
W6EJFmnq,line,5946,Immigrant population_Economic growth,8,0.466020091,0.290564559,0.641475623,0.114946678,-0.189488033,0.419381388,-0.35107,0.25796,0.4,0.44,-0.325053322,0.325053322,0.350911064,0.608869422,0.087727766,0.152217355,0
W6EJFmnq,line,14149,Income tax rate_Poverty rate,6,-0.641247319,-0.846410396,-0.436084242,0.026279364,-0.305796041,0.358354768,0.66753,0.25382,0,0.08,-0.053720636,0.053720636,0.410326153,0.664150809,0.102581538,0.166037702,0
W6EJFmnq,line,10211,Labor union participation_Corporate profits,7,0.599735371,0.399613121,0.79985762,-0.409225082,-0.724034932,-0.094415233,-1.00896,0.22938,-0.4,-0.41,0.000774918,0.000774918,0.400244499,0.629619699,0.100061125,0.157404925,0
W6EJFmnq,scatter,12762,Temperature_Crime rate,3,0.410751637,-0.176036669,0.997539943,0.765899826,0.524016147,1,0.35515,-0.69759,0.4,0.4,0.365899826,0.365899826,1.173576611,0.475983853,0.293394153,0.120941839,0
W6EJFmnq,scatter,18812,Temperature_Sales of Mittens,4,-0.577464835,-0.704893661,-0.45003601,-1,-1,-0.869698217,-0.42254,-0.12456,-0.9,-0.89,-0.11,0.11,0.254857651,0.130301783,0.063714413,0.065150891,0
W6EJFmnq,line,17969,Vaccination rate_Rate of illness,5,-0.639270399,-0.823688184,-0.454852614,-0.955825899,-1,-0.858806279,-0.31656,-0.22764,-0.9,-0.89,-0.065825899,0.065825899,0.36883557,0.141193721,0.092208892,0.04850981,0
W6EJFmnq,scatter,7331,Weight_Price,1,0.669269656,0.44343315,0.895106162,1,0.832645582,1,0.33073,-0.28432,0.9,0.9,0.1,0.1,0.451673013,0.167354418,0.112918253,0.083677209,0
W6EJFmnq,scatter,10207,Yearly income_Height,2,0.630841649,0.404735918,0.856947381,0.020130899,-0.409065437,0.449327236,-0.61071,0.40618,0,0.02,0.000130899,0.000130899,0.452211462,0.858392673,0.113052866,0.214598168,0
WFQzPEni,scatter,60691,Exercise amount_Body weight,4,-0.100583637,-0.445698166,0.244530892,-0.101274344,-0.21326802,0.010719333,-0.00069,-0.46624,-0.4,-0.42,0.318725656,0.318725656,0.690229059,0.223987352,0.172557265,0.055996838,0
WFQzPEni,hop,33026,Government spending_Budget deficit,7,0.263314284,-0.000494475,0.527123043,1,0.871815079,1,0.73669,-0.39943,0.9,0.93,0.07,0.07,0.527617518,0.128184921,0.131904379,0.064092461,0
WFQzPEni,hop,49883,Immigrant population_Economic growth,9,1,1,1,0.13440292,0.043038365,0.225767475,-0.8656,0.18273,0.4,0.44,-0.30559708,0.30559708,0,0.18272911,0.001,0.045682278,0
WFQzPEni,hop,22979,Income tax rate_Poverty rate,8,-1,-1,-0.932081383,-0.008893526,-0.14260215,0.124815097,0.99111,0.1995,0,0.08,-0.088893526,0.088893526,0.067918617,0.267417247,0.033959308,0.066854312,0
WFQzPEni,hop,20836,Labor union participation_Corporate profits,6,-1,-1,-1,-0.423257515,-0.550550019,-0.295965011,0.57674,0.25459,-0.4,-0.41,-0.013257515,0.013257515,0,0.254585007,0.001,0.063646252,0
WFQzPEni,scatter,54534,Temperature_Crime rate,0,1,0.849158343,1,0.228257309,0.190830408,0.265684209,-0.77174,-0.07599,0.4,0.4,-0.171742691,0.171742691,0.150841657,0.0748538,0.075420828,0.01871345,0
WFQzPEni,scatter,19197,Temperature_Sales of Mittens,3,-1,-1,-1,-1,-1,-1,0,0,-0.9,-0.89,-0.11,0.11,0,0,0.001,0.001,0
WFQzPEni,hop,17388,Vaccination rate_Rate of illness,5,-1,-1,-1,-1,-1,-0.941387464,0,0.05861,-0.9,-0.89,-0.11,0.11,0,0.058612536,0.001,0.029306268,0
WFQzPEni,scatter,23450,Weight_Price,2,0.68075961,0.50890346,0.85261576,1,0.979519824,1,0.31924,-0.32323,0.9,0.9,0.1,0.1,0.343712301,0.020480176,0.085928075,0.010240088,0
WFQzPEni,scatter,43369,Yearly income_Height,1,0.264086738,0.107560686,0.42061279,0.042916927,-0.00213634,0.087970195,-0.22117,-0.22295,0,0.02,0.022916927,0.022916927,0.313052104,0.090106535,0.078263026,0.022526634,0
WK6FoEf7,line,9486,Exercise amount_Body weight,9,-1,-1,-0.996412974,-1,-1,-0.981861636,0,0.01455,-0.4,-0.42,-0.58,0.58,0.003587026,0.018138364,0.001793513,0.009069182,0
WK6FoEf7,scatter,7126,Government spending_Budget deficit,3,1,0.989006151,1,1,0.994034687,1,0,-0.00503,0.9,0.93,0.07,0.07,0.010993849,0.005965313,0.005496925,0.002982657,0
WK6FoEf7,scatter,13900,Immigrant population_Economic growth,1,0.026745225,0.003902507,0.049587942,0.030430029,0.021947245,0.038912813,0.00368,-0.02872,0.4,0.44,-0.409569971,0.409569971,0.045685435,0.016965568,0.011421359,0.004241392,0
WK6FoEf7,scatter,41194,Income tax rate_Poverty rate,0,-1,-1,-1,-1,-1,-1,0,0,0,0.08,-1.08,1.08,0,0,0.001,0.001,0
WK6FoEf7,scatter,15396,Labor union participation_Corporate profits,2,-1,-1,-0.958478033,-1,-1,-0.964231895,0,-0.00575,-0.4,-0.41,-0.59,0.59,0.041521967,0.035768105,0.020760983,0.017884052,0
WK6FoEf7,line,5338,Temperature_Crime rate,7,0.070782813,0.033099319,0.108466308,0.104560312,0.081030934,0.12808969,0.03378,-0.02831,0.4,0.4,-0.295439688,0.295439688,0.075366989,0.047058755,0.018841747,0.011764689,0
WK6FoEf7,line,10666,Temperature_Sales of Mittens,6,-1,-1,-0.977620706,-1,-1,-0.981145422,0,-0.00352,-0.9,-0.89,-0.11,0.11,0.022379294,0.018854578,0.011189647,0.009427289,0
WK6FoEf7,scatter,7414,Vaccination rate_Rate of illness,4,1,0.914461062,1,1,0.917769179,1,0,-0.00331,-0.9,-0.89,1.89,1.89,0.085538938,0.082230821,0.042769469,0.04111541,0
WK6FoEf7,line,9760,Weight_Price,8,0.326443476,0.259923942,0.39296301,0.154595611,0.11352272,0.195668501,-0.17185,-0.05089,0.9,0.9,-0.745404389,0.745404389,0.133039067,0.082145781,0.033259767,0.020536445,0
WK6FoEf7,line,6290,Yearly income_Height,5,0.102362642,0.05578789,0.148937394,0.061890906,0.035708951,0.088072861,-0.04047,-0.04079,0,0.02,0.041890906,0.041890906,0.093149504,0.05236391,0.023287376,0.013090977,0
WiONdvUM,hop,20850,Exercise amount_Body weight,5,-0.841941717,-0.934254122,-0.749629313,-0.635853038,-0.91453242,-0.357173657,0.20609,0.37273,-0.4,-0.42,-0.215853038,0.215853038,0.184624809,0.557358763,0.046156202,0.139339691,0
WiONdvUM,scatter,20754,Government spending_Budget deficit,3,0.857898185,0.700952567,1,0.963759196,0.939036622,0.98848177,0.10586,-0.2496,0.9,0.93,0.033759196,0.033759196,0.299047433,0.049445148,0.078472809,0.012361287,0
WiONdvUM,scatter,6762,Immigrant population_Economic growth,1,0.731055702,0.648582558,0.813528847,0.404539182,0.001812362,0.807266001,-0.32652,0.64051,0.4,0.44,-0.035460818,0.035460818,0.164946288,0.805453639,0.041236572,0.20136341,0
WiONdvUM,scatter,17840,Income tax rate_Poverty rate,0,-0.801324883,-0.910923087,-0.691726679,-0.422796869,-0.72394678,-0.121646958,0.37853,0.3831,0,0.08,-0.502796869,0.502796869,0.219196409,0.602299823,0.054799102,0.150574956,0
WiONdvUM,scatter,5507,Labor union participation_Corporate profits,4,0.631216399,0.516781391,0.745651407,-0.945222373,-1,-0.661892625,-1.57644,0.10924,-0.4,-0.41,-0.535222373,0.535222373,0.228870016,0.338107375,0.057217504,0.141664874,0
WiONdvUM,hop,5255,Temperature_Crime rate,9,0.978451544,0.950106718,1,0.532195574,0.424906031,0.639485117,-0.44626,0.16469,0.4,0.4,0.132195574,0.132195574,0.049893282,0.214579086,0.014172413,0.053644772,0
WiONdvUM,hop,6027,Temperature_Sales of Mittens,7,0.773863085,0.651539505,0.896186665,-0.84879963,-0.992419478,-0.705179781,-1.62266,0.04259,-0.9,-0.89,0.04120037,0.04120037,0.24464716,0.287239696,0.06116179,0.071809924,0
WiONdvUM,scatter,12262,Vaccination rate_Rate of illness,2,-1,-1,-0.863025176,-1,-1,-0.979791523,0,-0.11677,-0.9,-0.89,-0.11,0.11,0.136974824,0.020208477,0.068487412,0.010104239,0
WiONdvUM,hop,4371,Weight_Price,8,0.59571177,0.439335916,0.752087624,0.984557726,0.969115452,1,0.38885,-0.28187,0.9,0.9,0.084557726,0.084557726,0.312751708,0.030884548,0.078187927,0.007721137,0
WiONdvUM,hop,5374,Yearly income_Height,6,0.040534363,-0.614762969,0.695831695,0.113650963,-0.228884825,0.456186752,0.07312,-0.62552,0,0.02,0.093650963,0.093650963,1.310594664,0.685071577,0.327648666,0.171267894,0
WlKYR2dP,line,8452,Exercise amount_Body weight,6,0.493526603,0.290079062,0.696974145,-0.931292709,-1,-0.687517217,-1.42482,-0.09441,-0.4,-0.42,-0.511292709,0.511292709,0.406895083,0.312482783,0.101723771,0.121887746,1
WlKYR2dP,scatter,11976,Government spending_Budget deficit,3,0.48536428,0.304386608,0.666341951,0.643669832,0.447122797,0.840216866,0.15831,0.03114,0.9,0.93,-0.286330168,0.286330168,0.361955343,0.393094068,0.090488836,0.098273517,1
WlKYR2dP,scatter,11305,Immigrant population_Economic growth,1,0.206670582,0.105716807,0.307624357,0.429934842,0.213525094,0.646344591,0.22326,0.23091,0.4,0.44,-0.010065158,0.010065158,0.201907549,0.432819497,0.050476887,0.108204874,1
WlKYR2dP,scatter,6083,Income tax rate_Poverty rate,2,0.509846855,0.397802257,0.621891452,0.341662224,0.200436548,0.4828879,-0.16818,0.05836,0,0.08,0.261662224,0.261662224,0.224089194,0.282451352,0.056022299,0.070612838,1
WlKYR2dP,scatter,12426,Labor union participation_Corporate profits,0,0.523408841,0.418657613,0.628160069,-0.674938549,-0.766456147,-0.583420951,-1.19835,-0.02647,-0.4,-0.41,-0.264938549,0.264938549,0.209502456,0.183035196,0.052375614,0.045758799,1
WlKYR2dP,line,4867,Temperature_Crime rate,8,0.605709244,0.477245612,0.734172876,0.752574211,0.640829907,0.864318515,0.14686,-0.03344,0.4,0.4,0.352574211,0.352574211,0.256927265,0.223488608,0.064231816,0.055872152,1
WlKYR2dP,line,4311,Temperature_Sales of Mittens,7,0.543261427,0.405434686,0.681088168,-1,-1,-0.912287894,-1.54326,-0.18794,-0.9,-0.89,-0.11,0.11,0.275653481,0.087712106,0.06891337,0.043856053,1
WlKYR2dP,scatter,14375,Vaccination rate_Rate of illness,4,0.584604807,0.463186714,0.7060229,-1,-1,-0.821367287,-1.5846,-0.0642,-0.9,-0.89,-0.11,0.11,0.242836186,0.178632713,0.060709046,0.089316357,1
WlKYR2dP,line,12643,Weight_Price,5,-0.661375265,-0.718766558,-0.603983973,0.814645287,0.491619114,1,1.47602,0.3936,0.9,0.9,-0.085354713,0.085354713,0.114782585,0.508380886,0.028695646,0.161513087,1
WlKYR2dP,line,5075,Yearly income_Height,9,0.330437354,0.163593939,0.497280768,0.688449002,0.521114273,0.85578373,0.35801,0.00098,0,0.02,0.668449002,0.668449002,0.333686829,0.334669457,0.083421707,0.083667364,1
WpInqXQt,line,3954,Exercise amount_Body weight,9,0.522296721,-1,1,0.04328121,-0.913437579,1,-0.47902,-0.08656,-0.4,-0.42,0.46328121,0.46328121,2,1.913437579,0.76114836,0.478359395,1
WpInqXQt,scatter,4320,Government spending_Budget deficit,3,0.480357239,-0.039285522,1,0.098652442,-1,1,-0.3817,0.96071,0.9,0.93,-0.831347558,0.831347558,1.039285522,2,0.25982138,0.549326221,1
WpInqXQt,scatter,4397,Immigrant population_Economic growth,2,-1,-1,1,0.447241024,-1,1,1.44724,0,0.4,0.44,0.007241024,0.007241024,2,2,1,0.723620512,1
WpInqXQt,scatter,4885,Income tax rate_Poverty rate,1,0.671032992,-0.003898455,1,1,-1,1,0.32897,0.9961,0,0.08,0.92,0.92,1.003898455,2,0.337465724,1,1
WpInqXQt,scatter,11546,Labor union participation_Corporate profits,0,1,0.80225971,1,-1,-1,0.210858686,-2,1.01312,-0.4,-0.41,-0.59,0.59,0.19774029,1.210858686,0.098870145,0.605429343,1
WpInqXQt,line,4590,Temperature_Crime rate,6,-0.493098024,-1,1,,-0.54493681,-0.54493681,,-2,0.4,0.4,,,2,0,0.746549012,,1
WpInqXQt,line,3196,Temperature_Sales of Mittens,5,-1,-1,1,-1,-1,1,0,0,-0.9,-0.89,-0.11,0.11,2,2,1,1,1
WpInqXQt,scatter,4263,Vaccination rate_Rate of illness,4,-0.626901746,-1,0.98558372,-1,-1,1,-0.3731,0.01442,-0.9,-0.89,-0.11,0.11,1.98558372,2,0.806242733,1,1
WpInqXQt,line,3582,Weight_Price,8,0.044249197,-1,1,-0.047474331,-1,1,-0.09172,0,0.9,0.9,-0.947474331,0.947474331,2,2,0.522124598,0.523737165,1
WpInqXQt,line,3355,Yearly income_Height,7,-0.14974285,-1,0.700514299,-0.926638004,-1,1,-0.7769,0.29949,0,0.02,-0.946638004,0.946638004,1.700514299,2,0.425128575,0.963319002,1
WqmI8K2Y,scatter,7892,Exercise amount_Body weight,3,-0.695718023,-0.776836195,-0.614599851,-0.807873599,-0.909773401,-0.705973798,-0.11216,0.04156,-0.4,-0.42,-0.387873599,0.387873599,0.162236344,0.203799603,0.040559086,0.050949901,1
WqmI8K2Y,line,6127,Government spending_Budget deficit,8,0.900308837,0.791428761,1,0.979245812,0.94594391,1,0.07894,-0.15452,0.9,0.93,0.049245812,0.049245812,0.208571239,0.05405609,0.054440038,0.016650951,1
WqmI8K2Y,line,5411,Immigrant population_Economic growth,7,0.633026746,0.477522178,0.788531314,0.212922731,-0.005156949,0.43100241,-0.4201,0.12515,0.4,0.44,-0.227077269,0.227077269,0.311009136,0.43615936,0.077752284,0.10903984,1
WqmI8K2Y,line,10394,Income tax rate_Poverty rate,6,0.417192004,0.274978339,0.55940567,-0.083627537,-0.344354685,0.177099611,-0.50082,0.23703,0,0.08,-0.163627537,0.163627537,0.284427331,0.521454295,0.071106833,0.130363574,1
WqmI8K2Y,line,10265,Labor union participation_Corporate profits,5,-0.617994815,-0.737644552,-0.498345078,-0.626015635,-0.867129686,-0.384901585,-0.00802,0.24293,-0.4,-0.41,-0.216015635,0.216015635,0.239299474,0.482228101,0.059824869,0.120557025,1
WqmI8K2Y,scatter,6910,Temperature_Crime rate,1,0.313268249,0.180295969,0.446240529,0.854218014,0.723913339,0.98452269,0.54095,-0.00534,0.4,0.4,0.454218014,0.454218014,0.26594456,0.260609351,0.06648614,0.065152338,1
WqmI8K2Y,scatter,12042,Temperature_Sales of Mittens,2,-0.823293799,-0.904397748,-0.742189851,-1,-1,-0.953690079,-0.17671,-0.1159,-0.9,-0.89,-0.11,0.11,0.162207897,0.046309921,0.040551974,0.023154961,1
WqmI8K2Y,line,5852,Vaccination rate_Rate of illness,9,-0.756488885,-0.841729287,-0.671248483,-0.969119764,-1,-0.922077353,-0.21263,-0.09256,-0.9,-0.89,-0.079119764,0.079119764,0.170480804,0.077922647,0.042620201,0.023521205,1
WqmI8K2Y,scatter,6257,Weight_Price,4,0.996369068,0.930998829,1,1,0.966158921,1,0.00363,-0.03516,0.9,0.9,0.1,0.1,0.069001171,0.033841079,0.032685119,0.01692054,1
WqmI8K2Y,scatter,11579,Yearly income_Height,0,0.154397932,-0.115283183,0.424079047,0.005153626,-0.078395258,0.08870251,-0.14924,-0.37226,0,0.02,-0.014846374,0.014846374,0.53936223,0.167097768,0.134840557,0.041774442,1
X53ngetk,scatter,6244,Exercise amount_Body weight,4,1,0.822402547,1,-1,-1,0.985447694,-2,1.80785,-0.4,-0.42,-0.58,0.58,0.177597453,1.985447694,0.088798726,0.992723847,0
X53ngetk,band,10101,Government spending_Budget deficit,6,-0.633728538,-1,-0.020950537,0.984323531,0.808107975,1,1.61805,-0.78716,0.9,0.93,0.054323531,0.054323531,0.979049463,0.191892025,0.306389001,0.088107778,0
X53ngetk,band,5994,Immigrant population_Economic growth,8,0.09694722,-0.388843375,0.582737814,0.197781889,-0.604436222,1,0.10083,0.63286,0.4,0.44,-0.242218111,0.242218111,0.971581189,1.604436222,0.242895297,0.401109056,0
X53ngetk,band,5016,Income tax rate_Poverty rate,9,0.052727603,-0.214413215,0.31986842,0.056376742,-1,1,0.00365,1.46572,0,0.08,-0.023623258,0.023623258,0.534281635,2,0.133570409,0.528188371,0
X53ngetk,band,5622,Labor union participation_Corporate profits,7,-1,-1,-0.761921845,-0.578078894,-1,0.960609159,0.42192,1.72253,-0.4,-0.41,-0.168078894,0.168078894,0.238078155,1.960609159,0.119039077,0.769344026,0
X53ngetk,scatter,14566,Temperature_Crime rate,0,0.575947436,0.140465683,1,0.357637014,-0.284725973,1,-0.21831,0.42519,0.4,0.4,-0.042362986,0.042362986,0.859534317,1.284725973,0.217740876,0.321181493,0
X53ngetk,scatter,12033,Temperature_Sales of Mittens,3,1,0.952990856,1,-0.871626545,-1,-0.483666288,-1.87163,0.46932,-0.9,-0.89,0.018373455,0.018373455,0.047009144,0.516333712,0.023504572,0.193980128,0
X53ngetk,band,23601,Vaccination rate_Rate of illness,5,-0.231672562,-0.983300353,0.519955229,-1,-1,-0.623869695,-0.76833,-1.12713,-0.9,-0.89,-0.11,0.11,1.503255582,0.376130305,0.375813896,0.188065152,0
X53ngetk,scatter,9892,Weight_Price,2,0.994459139,0.948949409,1,1,0.930442536,1,0.00554,0.01851,0.9,0.9,0.1,0.1,0.051050591,0.069557464,0.022754865,0.034778732,0
X53ngetk,scatter,10338,Yearly income_Height,1,0.304382006,0.181384989,0.427379024,-0.002582632,-0.837802256,0.832636991,-0.30696,1.42445,0,0.02,-0.022582632,0.022582632,0.245994035,1.670439247,0.061498509,0.417609812,0
X55EJ26h,scatter,7417,Exercise amount_Body weight,1,1,0.971212385,1,-0.953887261,-1,-0.726718296,-1.95389,0.24449,-0.4,-0.42,-0.533887261,0.533887261,0.028787615,0.273281704,0.014393807,0.113584483,0
X55EJ26h,band,7548,Government spending_Budget deficit,8,1,0.692386018,1,1,0.900008196,1,0,-0.20762,0.9,0.93,0.07,0.07,0.307613982,0.099991804,0.153806991,0.049995902,0
X55EJ26h,band,9457,Immigrant population_Economic growth,6,0.546578845,0.263446097,0.829711592,0.293982768,0.054477751,0.533487785,-0.2526,-0.08726,0.4,0.44,-0.146017232,0.146017232,0.566265495,0.479010034,0.141566374,0.119752509,0
X55EJ26h,band,19615,Income tax rate_Poverty rate,5,-0.149389411,-1,1,0.063568853,-0.06837216,0.195509866,0.21296,-1.73612,0,0.08,-0.016431147,0.016431147,2,0.263882026,0.574694706,0.065970507,0
X55EJ26h,band,5662,Labor union participation_Corporate profits,9,-0.034553124,-1,1,-0.484454261,-1,0.091476047,-0.4499,-0.90852,-0.4,-0.41,-0.074454261,0.074454261,2,1.091476047,0.517276562,0.287965154,0
X55EJ26h,scatter,9517,Temperature_Crime rate,2,0.613780264,0.392804152,0.834756375,0.092707741,-0.130324072,0.315739554,-0.52107,0.00411,0.4,0.4,-0.307292259,0.307292259,0.441952223,0.446063626,0.110488056,0.111515907,0
X55EJ26h,scatter,11530,Temperature_Sales of Mittens,4,-1,-1,0.280737893,0.053380542,-0.152074025,0.258835108,1.05338,-0.86983,-0.9,-0.89,0.943380542,0.943380542,1.280737893,0.410909133,0.640368947,0.102727283,0
X55EJ26h,band,10808,Vaccination rate_Rate of illness,7,-0.913000594,-1,-0.698194613,-1,-1,-0.921912579,-0.087,-0.22372,-0.9,-0.89,-0.11,0.11,0.301805387,0.078087421,0.10740299,0.039043711,0
X55EJ26h,scatter,9189,Weight_Price,3,1,0.261027427,1,0.006417874,-0.141730951,0.154566698,-0.99358,-0.44267,0.9,0.9,-0.893582126,0.893582126,0.738972573,0.296297649,0.369486287,0.074074412,0
X55EJ26h,scatter,12276,Yearly income_Height,0,-0.006338927,-0.276298222,0.263620368,0.006584551,-0.046873926,0.060043029,0.01292,-0.433,0,0.02,-0.013415449,0.013415449,0.539918591,0.106916955,0.134979648,0.026729239,0
X5ZRTuXu,scatter,21333,Exercise amount_Body weight,4,-0.757081953,-0.820327,-0.693836906,-0.203934667,-0.281876599,-0.125992736,0.55315,0.02939,-0.4,-0.42,0.216065333,0.216065333,0.126490093,0.155883863,0.031622523,0.038970966,0
X5ZRTuXu,line,9089,Government spending_Budget deficit,8,0.860112628,0.773753521,0.946471735,0.907779184,0.871135682,0.944422685,0.04767,-0.09943,0.9,0.93,-0.022220816,0.022220816,0.172718214,0.073287003,0.043179554,0.018321751,0
X5ZRTuXu,line,17812,Immigrant population_Economic growth,7,0.220082049,-0.0261018,0.466265899,-0.085323593,-0.151838944,-0.018808241,-0.30541,-0.35934,0.4,0.44,-0.525323593,0.525323593,0.4923677,0.133030703,0.123091925,0.033257676,0
X5ZRTuXu,line,17564,Income tax rate_Poverty rate,5,0.421761697,0.320261927,0.523261467,-0.056739643,-0.099728872,-0.013750413,-0.4785,-0.11702,0,0.08,-0.136739643,0.136739643,0.20299954,0.085978459,0.050749885,0.021494615,0
X5ZRTuXu,line,10426,Labor union participation_Corporate profits,6,0.178911538,0.027138833,0.330684243,-0.620419962,-0.826625767,-0.414214157,-0.79933,0.10887,-0.4,-0.41,-0.210419962,0.210419962,0.30354541,0.41241161,0.075886352,0.103102903,0
X5ZRTuXu,scatter,22048,Temperature_Crime rate,2,0.192058061,0.088454831,0.295661292,0.519928268,0.373284101,0.666572436,0.32787,0.08608,0.4,0.4,0.119928268,0.119928268,0.20720646,0.293288335,0.051801615,0.073322084,0
X5ZRTuXu,scatter,35315,Temperature_Sales of Mittens,1,0.912351512,0.86000187,0.964701154,-0.936823997,-0.994668453,-0.878979542,-1.84918,0.01099,-0.9,-0.89,-0.046823997,0.046823997,0.104699284,0.11568891,0.026174821,0.028922228,0
X5ZRTuXu,line,11308,Vaccination rate_Rate of illness,9,-0.752678647,-0.853713597,-0.651643697,-0.881791938,-0.921778432,-0.841805443,-0.12911,-0.1221,-0.9,-0.89,0.008208062,0.008208062,0.2020699,0.079972989,0.050517475,0.019993247,0
X5ZRTuXu,scatter,18138,Weight_Price,0,1,1,1,0.940576167,0.862515011,1,-0.05942,0.13748,0.9,0.9,0.040576167,0.040576167,0,0.137484989,0.001,0.039030578,0
X5ZRTuXu,scatter,10222,Yearly income_Height,3,0.690449476,0.555230426,0.825668526,0.050914171,0.003906074,0.097922268,-0.63954,-0.17642,0,0.02,0.030914171,0.030914171,0.2704381,0.094016193,0.067609525,0.023504048,0
XGNOWnJx,hop,10391,Exercise amount_Body weight,7,-1,-1,-0.842618655,-0.661289484,-1,-0.302225294,0.33871,0.54039,-0.4,-0.42,-0.241289484,0.241289484,0.157381345,0.697774706,0.078690673,0.179532095,0
XGNOWnJx,scatter,10892,Government spending_Budget deficit,2,0.914577205,0.319073973,1,0.725158161,0.306825387,1,-0.18942,0.01225,0.9,0.93,-0.204841839,0.204841839,0.680926027,0.693174613,0.297751616,0.209166387,0
XGNOWnJx,scatter,30926,Immigrant population_Economic growth,0,0.113652327,-0.772695346,1,0.458092519,-0.202911959,1,0.34444,-0.56978,0.4,0.44,0.018092519,0.018092519,1.772695346,1.202911959,0.443173836,0.330502239,0
